Codon,dS,dN,dN/dS,Normalized dN-dS,dS (when dN=dS),Log(L),LRT,p-value
387,0,0,Undefined,0,0,0,0,1
388,0,0,Undefined,0,0,0,0,1
389,0.740665,0,0,-1.04761,0.207302,-11.3038,2.54258,0.110813
390,1.27188,0.737494,0.58,-0.75584,0.93383,-27.4871,0.29096,0.589606
391,1.59802,0.912397,0.571,-0.969755,1.10129,-32.0438,0.354874,0.551367
392,0,0,Undefined,0,0,0,0,1
393,0,0,Undefined,0,0,0,0,1
394,1.62445,0,0,-2.29764,0.462395,-13.1057,5.00314,0.0253014
395,4.17172,0,0,-5.90054,1.20648,-30.019,14.7917,0.000120063
396,2.09127,0.324428,0.155,-2.49905,0.742948,-22.0241,2.46234,0.116605
397,0.848913,0,0,-1.20071,0.505678,-16.9286,2.06794,0.150425
398,1.6636,0.328066,0.197,-1.88899,0.705822,-21.9728,1.88205,0.170101
399,3.56426,0.308292,0.086,-4.60529,1.29296,-40.1459,7.21035,0.00724846
400,1.91784,1.97696,1.031,0.0836133,1.95118,-41.5236,0.00155713,0.968523
401,0,0,Undefined,0,0,0,0,1
402,0,0.307481,Infinite,0.434905,0.217059,-12.1436,0.695606,0.404264
403,1.02913,0,0,-1.45562,0.246283,-8.40367,2.85316,0.0911947
404,2.80656,0,0,-3.96964,0.865877,-25.1561,9.37011,0.00220552
405,0,0,Undefined,0,0,0,0,1
406,0,0.317307,Infinite,0.448804,0.224544,-11.273,0.690637,0.405948
407,1.13327,0,0,-1.60291,0.249232,-9.58537,3.01986,0.0822504
408,1.57911,0,0,-2.23352,0.514857,-14.9204,4.4604,0.0346893
409,1.66392,0,0,-2.35347,0.494996,-15.9468,4.82395,0.028067
410,1.013,0,0,-1.43279,0.331223,-10.924,2.22912,0.135431
411,2.74184,0,0,-3.87809,0.943839,-25.0334,8.47245,0.00360565
412,0,0,Undefined,0,0,0,0,1
413,0.902305,0.331624,0.368,-0.80718,0.485102,-18.4096,0.479047,0.488854
414,1.12756,0,0,-1.59484,0.236044,-8.67037,3.11882,0.0773929
415,0,0,Undefined,0,0,0,0,1
416,0.794371,0,0,-1.12357,0.274503,-13.7926,2.12093,0.145299
417,0,0,Undefined,0,0,0,0,1
418,3.95547,0.334633,0.085,-5.12136,1.41192,-35.679,7.33704,0.00675479
419,1.13034,0,0,-1.59877,0.236084,-10.0404,3.12311,0.0771893
420,2.04395,0,0,-2.89099,0.598934,-19.1045,7.34141,0.0067384
421,1.89152,0,0,-2.6754,0.448294,-14.1419,5.73343,0.016645
422,0,0,Undefined,0,0,0,0,1
423,1.56236,0,0,-2.20983,0.630075,-16.0753,3.61914,0.0571183
424,0,0,Undefined,0,0,0,0,1
425,0.633516,0,0,-0.896053,0.245151,-10.4616,1.89551,0.168582
426,1.5557,0,0,-2.20041,0.449767,-16.5196,4.94995,0.0260914
427,1.12623,0.320619,0.285,-1.13946,0.499147,-15.3771,0.737782,0.390372
428,0.810045,0,0,-1.14574,0.276139,-9.56548,2.1467,0.142877
429,0,0.336399,Infinite,0.475808,0.225558,-10.4821,0.798509,0.371539
430,1.97138,0,0,-2.78835,0.464969,-13.3633,5.75241,0.0164661
431,0,0.293247,Infinite,0.414773,0.21293,-10.8647,0.639538,0.423878
432,3.56744,0,0,-5.04584,1.086,-29.3181,11.7869,0.000596493
433,0,0,Undefined,0,0,0,0,1
434,0,0.277378,Infinite,0.392328,0.250784,-11.2758,0.201137,0.653805
435,0,0,Undefined,0,0,0,0,1
436,0.619006,0,0,-0.875531,0.244606,-11.7235,1.85369,0.173355
437,0,0,Undefined,0,0,0,0,1
438,1.42952,0,0,-2.02193,0.496318,-17.7057,4.21486,0.0400713
439,0,0,Undefined,0,0,0,0,1
440,2.42577,0,0,-3.43104,0.688267,-16.6728,7.50864,0.00614038
441,2.04697,0,0,-2.89526,0.60777,-19.7302,7.26196,0.00704304
442,0.77312,0.317872,0.411,-0.643908,0.450617,-18.7884,0.381168,0.536979
443,0,0,Undefined,0,0,0,0,1
444,0,0.401078,Infinite,0.56729,0.25297,-11.9363,0.921104,0.337185
445,1.32149,0.335788,0.254,-1.39419,0.668037,-21.3594,1.34586,0.246002
446,1.29309,0,0,-1.82896,0.398304,-15.9257,4.69533,0.0302447
447,1.27693,0.623085,0.488,-0.92481,1.01156,-28.3582,0.426121,0.513899
448,0,0,Undefined,0,0,0,0,1
449,2.41331,0,0,-3.41342,0.684796,-17.1604,7.5086,0.00614051
450,1.129,0,0,-1.59688,0.337035,-9.80209,2.40915,0.120628
451,0.820352,0.353479,0.431,-0.660351,0.493914,-16.9338,0.342743,0.55825
452,0.790088,0,0,-1.11751,0.223875,-13.4853,2.51796,0.112556
453,0,0,Undefined,0,0,0,0,1
454,2.572,0,0,-3.63788,0.666765,-17.2178,8.04447,0.00456428
455,0.442943,0.616939,1.393,0.246102,0.515649,-16.9435,0.0544696,0.815461
456,0,0,Undefined,0,0,0,0,1
457,3.21581,0,0,-4.54848,0.857566,-22.4878,10.4764,0.00120909
458,0.749767,0.420288,0.561,-0.46602,0.538592,-18.7303,0.164594,0.684962
459,0,0.30041,Infinite,0.424904,0.236841,-10.2825,0.475056,0.49067
460,0,0,Undefined,0,0,0,0,1
461,0,0,Undefined,0,0,0,0,1
462,2.28635,0,0,-3.23385,0.500846,-12.2525,6.04213,0.0139684
463,1.26456,0,0,-1.78861,0.754934,-24.0234,3.08575,0.0789808
464,0,0,Undefined,0,0,0,0,1
465,0,0.299215,Infinite,0.423213,0.236117,-12.1975,0.473224,0.491508
466,1.07648,0.640916,0.595,-0.616068,0.740804,-23.2229,0.166539,0.683206
467,0,0,Undefined,0,0,0,0,1
468,2.20029,0.315236,0.143,-2.66625,0.882967,-28.5458,3.40387,0.0650438
469,3.03658,0.328887,0.108,-3.82979,1.14903,-30.7871,5.23383,0.0221517
470,1.13041,0,0,-1.59886,0.33709,-10.362,2.41099,0.120486
471,0.842814,0,0,-1.19209,0.503168,-17.818,2.05895,0.151314
472,0.679327,0,0,-0.960849,0.210087,-10.4084,2.34459,0.125719
473,0,0,Undefined,0,0,0,0,1
474,0,0,Undefined,0,0,0,0,1
475,0.688279,0,0,-0.973511,0.202961,-11.7813,2.4382,0.118412
476,0.796281,0,0,-1.12627,0.225536,-9.04238,2.51946,0.112449
477,0.79603,0,0,-1.12592,0.215312,-9.26296,2.60956,0.106221
478,1.00E-06,0.237746,237746,0.33627,0.237653,-14.479,0.000829254,0.977027
479,0,0,Undefined,0,0,0,0,1
480,0,0,Undefined,0,0,0,0,1
481,1.38904,0,0,-1.96467,0.40096,-15.7928,4.95214,0.0260584
482,0.79603,0,0,-1.12592,0.240857,-10.1502,2.38508,0.122499
483,0,0,Undefined,0,0,0,0,1
484,3.39293,0.321648,0.095,-4.34406,1.00159,-24.2461,4.9839,0.0255842
485,0,0,Undefined,0,0,0,0,1
486,0.783007,0.422653,0.54,-0.50969,0.548886,-19.4199,0.186223,0.666079
487,0,0,Undefined,0,0,0,0,1
488,0,0.320312,Infinite,0.453053,0.248935,-9.58406,0.503555,0.477942
489,0,0,Undefined,0,0,0,0,1
490,0,0,Undefined,0,0,0,0,1
491,0.821078,0,0,-1.16134,0.233572,-8.50003,2.50862,0.113225
492,2.65389,0,0,-3.7537,0.80275,-26.2227,9.50351,0.00205079
493,0,0,Undefined,0,0,0,0,1
494,0,0,Undefined,0,0,0,0,1
495,1.40188,0.575121,0.41,-1.16938,0.81584,-27.1118,0.764264,0.381997
496,0.789584,0,0,-1.1168,0.27412,-10.5184,2.11171,0.146176
497,0.630736,0,0,-0.892122,0.231283,-11.2917,2.00361,0.156925
498,0,0,Undefined,0,0,0,0,1
499,0,0,Undefined,0,0,0,0,1
500,3.10553,0,0,-4.39251,0.844247,-24.6145,10.3569,0.0012899
501,1.40743,0,0,-1.99069,0.432653,-17.9959,4.70237,0.030121
502,0.842445,0,0,-1.19157,0.279818,-11.3894,2.19855,0.138141
503,2.38492,1.19171,0.5,-1.68769,1.51673,-43.7066,0.771728,0.379683
504,0.819053,0,0,-1.15848,0.245698,-9.9581,2.402,0.12118
505,0,0.30145,Infinite,0.426376,0.220137,-10.3093,0.62811,0.42805
506,2.38173,0.334944,0.141,-2.895,0.9427,-26.1867,3.46593,0.0626451
507,0,0,Undefined,0,0,0,0,1
508,1.89086,0,0,-2.67445,0.44829,-14.7823,5.73033,0.0166743
509,0.792664,0,0,-1.12116,0.214672,-9.17657,2.60709,0.106387
510,1.13079,0,0,-1.59941,0.236094,-10.5517,3.12381,0.0771562
511,0,0,Undefined,0,0,0,0,1
512,1.80919,0,0,-2.55895,0.915805,-19.9512,4.05901,0.0439364
513,0,0,Undefined,0,0,0,0,1
514,0,0.318722,Infinite,0.450805,0.226262,-11.325,0.684407,0.408073
515,1.61965,0,0,-2.29086,0.671496,-20.8049,5.27012,0.0216945
516,2.46505,0.390032,0.158,-2.93493,1.05628,-27.3997,3.04873,0.0808004
517,1.56555,0,0,-2.21433,0.630399,-14.2196,3.62573,0.0568927
518,0.631471,0,0,-0.89316,0.231328,-10.978,2.00555,0.156724
519,1.07195,0,0,-1.51619,0.248038,-10.0545,2.91979,0.0874994
520,2.14447,0,0,-3.03316,0.608484,-23.0512,7.51806,0.00610833
521,1.3845,0.335125,0.242,-1.48425,0.677452,-21.3958,1.44247,0.22974
522,0.830492,0,0,-1.17466,0.226917,-8.87813,2.59089,0.10748
523,0.419267,0,0,-0.593017,0.250851,-11.4076,1.02628,0.311033
524,0.773378,0,0,-1.09388,0.236156,-9.56268,2.36947,0.123729
525,1.62441,0,0,-2.29759,0.549516,-18.0167,4.31913,0.0376861
526,1.55144,0,0,-2.19438,0.422814,-15.6437,5.18344,0.0228031
527,0,0,Undefined,0,0,0,0,1
528,1.13247,0,0,-1.60179,0.249179,-10.6925,3.01905,0.0822914
529,0.805766,0.297305,0.369,-0.719174,0.434266,-16.5075,0.47518,0.490614
530,0,0,Undefined,0,0,0,0,1
531,0,0,Undefined,0,0,0,0,1
532,2.26698,0,0,-3.20645,1.31276,-31.4056,5.42884,0.0198068
533,0,0,Undefined,0,0,0,0,1
534,0,0,Undefined,0,0,0,0,1
535,0.625284,0,0,-0.88441,0.228971,-11.5974,2.00579,0.1567
536,0,0,Undefined,0,0,0,0,1
537,0,0,Undefined,0,0,0,0,1
538,0,0.556355,Infinite,0.786916,0.502442,-17.9281,0.405905,0.524056
539,0,0,Undefined,0,0,0,0,1
540,1.61273,0,0,-2.28106,0.482957,-16.6275,4.79837,0.0284867
541,0,0,Undefined,0,0,0,0,1
542,0,0,Undefined,0,0,0,0,1
543,0.687772,0,0,-0.972795,0.252851,-9.50284,1.9974,0.157569
544,0,0,Undefined,0,0,0,0,1
545,0,0.335089,Infinite,0.473954,0.225006,-9.81909,0.795633,0.372402
546,0.68802,0.646197,0.939,-0.0591543,0.659561,-21.9917,0.00258893,0.95942
547,0.480974,0,0,-0.680296,0.274265,-12.0689,1.12189,0.289511
548,0.867794,0,0,-1.22742,0.512746,-18.7699,2.10009,0.147291
549,0.673965,0,0,-0.953265,0.198836,-12.1706,2.43879,0.118367
550,0.784349,0,0,-1.10939,0.25701,-10.1032,2.2259,0.135713
551,1.27795,0,0,-1.80755,0.464246,-15.1309,4.03876,0.0444665
552,0,0,Undefined,0,0,0,0,1
553,0,0,Undefined,0,0,0,0,1
554,0,0,Undefined,0,0,0,0,1
555,0,0,Undefined,0,0,0,0,1
556,5.47422,0,0,-7.74281,1.68787,-23.4242,11.5803,0.000666551
557,2.23548,0.319621,0.143,-2.70982,0.745755,-22.1081,2.66979,0.102269
558,0,0,Undefined,0,0,0,0,1
559,0,0,Undefined,0,0,0,0,1
560,0,0,Undefined,0,0,0,0,1
561,0.678659,0,0,-0.959904,0.210031,-11.6674,2.34305,0.125843
562,0,0,Undefined,0,0,0,0,1
563,0,0.318629,Infinite,0.450672,0.225985,-10.5959,0.686271,0.407436
564,0.755678,0,0,-1.06884,0.239635,-10.8436,2.29234,0.130014
565,0,0,Undefined,0,0,0,0,1
566,0.75547,0,0,-1.06855,0.239621,-10.3987,2.29196,0.130046
